applicant_index,original_sex_code,original_sex_group,original_group,flipped_sex_code,flipped_sex_group,flipped_group,actual_default,original_probability,flipped_probability,absolute_probability_change,baseline_decision_changed,recall_policy_decision_changed
8800,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.17344083,0.17344083,0.0,False,False
8813,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06491538,0.06491538,0.0,False,False
8815,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.21657965,0.21657965,0.0,False,False
8819,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16521263,0.16521263,0.0,False,False
8820,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.16869879,0.16869879,0.0,False,False
8822,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1777201,0.1777201,0.0,False,False
8831,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.42850363,0.42850363,0.0,False,False
8838,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.28246963,0.28246963,0.0,False,False
8841,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11927967,0.11927967,0.0,False,False
8845,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11778084,0.11778084,0.0,False,False
8855,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.06801723,0.06801723,0.0,False,False
8859,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.11890578,0.11890578,0.0,False,False
8864,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.30716383,0.30716383,0.0,False,False
8868,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.40983152,0.40983152,0.0,False,False
8878,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.061016608,0.061016608,0.0,False,False
8879,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08912705,0.08912705,0.0,False,False
8883,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.51596946,0.51596946,0.0,False,False
8894,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.08607624,0.08607624,0.0,False,False
8895,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.23871721,0.23871721,0.0,False,False
8900,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15800448,0.15800448,0.0,False,False
8903,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.041040678,0.041040678,0.0,False,False
8907,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11417552,0.11417552,0.0,False,False
8912,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14163594,0.14163594,0.0,False,False
8922,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.050106823,0.050106823,0.0,False,False
8931,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16454996,0.16454996,0.0,False,False
8948,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.119628,0.119628,0.0,False,False
8950,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.031426746,0.031426746,0.0,False,False
8954,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.037308652,0.037308652,0.0,False,False
8956,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.10107831,0.10107831,0.0,False,False
8963,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.044211563,0.044211563,0.0,False,False
8969,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.07239107,0.07239107,0.0,False,False
8972,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.15598075,0.15598075,0.0,False,False
8979,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.046981324,0.046981324,0.0,False,False
8989,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06756518,0.06756518,0.0,False,False
8992,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05996425,0.05996425,0.0,False,False
8994,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.37508488,0.37508488,0.0,False,False
8995,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.25994688,0.25994688,0.0,False,False
8996,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09315516,0.09315516,0.0,False,False
9005,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.15098481,0.15098481,0.0,False,False
9007,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.13546205,0.13546205,0.0,False,False
9008,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.12549415,0.12549415,0.0,False,False
9009,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.35635257,0.35635257,0.0,False,False
9016,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.7379022,0.7379022,0.0,False,False
9017,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.74168426,0.74168426,0.0,False,False
9018,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08851907,0.08851907,0.0,False,False
9019,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.78333414,0.78333414,0.0,False,False
9021,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07880489,0.07880489,0.0,False,False
9023,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.4588967,0.4588967,0.0,False,False
9026,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17810671,0.17810671,0.0,False,False
9031,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.54535586,0.54535586,0.0,False,False
9036,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.17820378,0.17820378,0.0,False,False
9037,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.3486985,0.3486985,0.0,False,False
9040,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.3976819,0.3976819,0.0,False,False
9041,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10005063,0.10005063,0.0,False,False
9042,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09066541,0.09066541,0.0,False,False
9044,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.055788655,0.055788655,0.0,False,False
9049,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.0915572,0.0915572,0.0,False,False
9054,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.21807303,0.21807303,0.0,False,False
9057,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.223569,0.223569,0.0,False,False
9067,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.17874853,0.17874853,0.0,False,False
9069,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.15846516,0.15846516,0.0,False,False
9077,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.088952996,0.088952996,0.0,False,False
9083,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.082242645,0.082242645,0.0,False,False
9086,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16606706,0.16606706,0.0,False,False
9099,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14138903,0.14138903,0.0,False,False
9100,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.19994289,0.19994289,0.0,False,False
9102,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.74547744,0.74547744,0.0,False,False
9105,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.10979409,0.10979409,0.0,False,False
9108,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.115987875,0.115987875,0.0,False,False
9109,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.039085932,0.039085932,0.0,False,False
9112,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14090127,0.14090127,0.0,False,False
9117,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05427076,0.05427076,0.0,False,False
9118,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.369319,0.369319,0.0,False,False
9125,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10292935,0.10292935,0.0,False,False
9130,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.7327548,0.7327548,0.0,False,False
9137,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.040656522,0.040656522,0.0,False,False
9139,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.21512005,0.21512005,0.0,False,False
9140,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06403243,0.06403243,0.0,False,False
9141,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.08151786,0.08151786,0.0,False,False
9143,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09309095,0.09309095,0.0,False,False
9147,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.39994004,0.39994004,0.0,False,False
9151,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.46600747,0.46600747,0.0,False,False
9159,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.09297077,0.09297077,0.0,False,False
9162,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14283301,0.14283301,0.0,False,False
9164,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.6921823,0.6921823,0.0,False,False
9173,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.19412552,0.19412552,0.0,False,False
9182,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14018728,0.14018728,0.0,False,False
9191,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.6548843,0.6548843,0.0,False,False
9192,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.69156045,0.69156045,0.0,False,False
9196,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.08515272,0.08515272,0.0,False,False
9199,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06625288,0.06625288,0.0,False,False
9200,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.23255746,0.23255746,0.0,False,False
9201,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14275198,0.14275198,0.0,False,False
9205,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16299164,0.16299164,0.0,False,False
9211,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.12431702,0.12431702,0.0,False,False
9217,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.20211436,0.20211436,0.0,False,False
9220,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.05151349,0.05151349,0.0,False,False
9221,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.35219628,0.35219628,0.0,False,False
9228,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.15083703,0.15083703,0.0,False,False
9234,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.46152154,0.46152154,0.0,False,False
9238,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.042042796,0.042042796,0.0,False,False
9242,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.03507293,0.03507293,0.0,False,False
9244,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.24573524,0.24573524,0.0,False,False
9248,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12101521,0.12101521,0.0,False,False
9253,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.10024985,0.10024985,0.0,False,False
9256,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.46052942,0.46052942,0.0,False,False
9258,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.19506368,0.19506368,0.0,False,False
9259,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07992777,0.07992777,0.0,False,False
9274,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.12808986,0.12808986,0.0,False,False
9278,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.10179084,0.10179084,0.0,False,False
9280,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.32223797,0.32223797,0.0,False,False
9282,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.12720294,0.12720294,0.0,False,False
9290,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.042542264,0.042542264,0.0,False,False
9292,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.25648326,0.25648326,0.0,False,False
9294,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.26232946,0.26232946,0.0,False,False
9298,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.17977233,0.17977233,0.0,False,False
9315,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.23375092,0.23375092,0.0,False,False
9318,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.60491526,0.60491526,0.0,False,False
9325,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.36342725,0.36342725,0.0,False,False
9330,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12433629,0.12433629,0.0,False,False
9334,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.14621651,0.14621651,0.0,False,False
9344,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.170868,0.170868,0.0,False,False
9345,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.0287223,0.0287223,0.0,False,False
9349,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.089994036,0.089994036,0.0,False,False
9359,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.030553782,0.030553782,0.0,False,False
9363,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05435591,0.05435591,0.0,False,False
9375,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.1693308,0.1693308,0.0,False,False
9380,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.057581037,0.057581037,0.0,False,False
9392,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.38262045,0.38262045,0.0,False,False
9396,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.60224605,0.60224605,0.0,False,False
9400,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.14885604,0.14885604,0.0,False,False
9401,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08176607,0.08176607,0.0,False,False
9407,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.2505982,0.2505982,0.0,False,False
9421,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.10971141,0.10971141,0.0,False,False
9426,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.19110161,0.19110161,0.0,False,False
9431,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05046941,0.05046941,0.0,False,False
9432,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.2297554,0.2297554,0.0,False,False
9453,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15323414,0.15323414,0.0,False,False
9454,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16197774,0.16197774,0.0,False,False
9456,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.049146984,0.049146984,0.0,False,False
9460,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.12383748,0.12383748,0.0,False,False
9470,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.085348636,0.085348636,0.0,False,False
9488,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.17147066,0.17147066,0.0,False,False
9493,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.13924275,0.13924275,0.0,False,False
9497,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.034511097,0.034511097,0.0,False,False
9500,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10414668,0.10414668,0.0,False,False
9502,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10155997,0.10155997,0.0,False,False
9507,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.5319192,0.5319192,0.0,False,False
9509,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.11556803,0.11556803,0.0,False,False
9512,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05082356,0.05082356,0.0,False,False
9514,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1431178,0.1431178,0.0,False,False
9526,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08340019,0.08340019,0.0,False,False
9531,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.24971154,0.24971154,0.0,False,False
9535,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.101090536,0.101090536,0.0,False,False
9536,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.05587188,0.05587188,0.0,False,False
9538,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.11417173,0.11417173,0.0,False,False
9543,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.14182957,0.14182957,0.0,False,False
9547,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.02737753,0.02737753,0.0,False,False
9555,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.034803342,0.034803342,0.0,False,False
9558,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10955088,0.10955088,0.0,False,False
9561,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.094713144,0.094713144,0.0,False,False
9570,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.640009,0.640009,0.0,False,False
9574,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15687291,0.15687291,0.0,False,False
9584,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.71432215,0.71432215,0.0,False,False
9591,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.20409754,0.20409754,0.0,False,False
9595,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.2926727,0.2926727,0.0,False,False
9598,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.059452668,0.059452668,0.0,False,False
9601,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07199885,0.07199885,0.0,False,False
9603,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.23368955,0.23368955,0.0,False,False
9607,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.3246107,0.3246107,0.0,False,False
9629,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.15979908,0.15979908,0.0,False,False
9632,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.6124131,0.6124131,0.0,False,False
9639,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.035311017,0.035311017,0.0,False,False
9646,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.4615358,0.4615358,0.0,False,False
9660,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.71837765,0.71837765,0.0,False,False
9671,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.8684147,0.8684147,0.0,False,False
9675,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16527176,0.16527176,0.0,False,False
9677,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.1299613,0.1299613,0.0,False,False
9683,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1985705,0.1985705,0.0,False,False
9687,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07665226,0.07665226,0.0,False,False
9719,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.10809231,0.10809231,0.0,False,False
9722,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05147452,0.05147452,0.0,False,False
9728,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.073383465,0.073383465,0.0,False,False
9735,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.223469,0.223469,0.0,False,False
9747,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.148105,0.148105,0.0,False,False
9748,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.21625078,0.21625078,0.0,False,False
9759,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.13457751,0.13457751,0.0,False,False
9762,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.08734788,0.08734788,0.0,False,False
9764,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.59702796,0.59702796,0.0,False,False
9767,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.092156716,0.092156716,0.0,False,False
9769,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.04143077,0.04143077,0.0,False,False
9773,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.10827228,0.10827228,0.0,False,False
9778,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.6736913,0.6736913,0.0,False,False
9781,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.7170192,0.7170192,0.0,False,False
9786,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14849596,0.14849596,0.0,False,False
9790,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.25542188,0.25542188,0.0,False,False
9805,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07295313,0.07295313,0.0,False,False
9814,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.43728593,0.43728593,0.0,False,False
9816,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.26298285,0.26298285,0.0,False,False
9823,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.32029957,0.32029957,0.0,False,False
9824,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.21494803,0.21494803,0.0,False,False
9832,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.77525365,0.77525365,0.0,False,False
9833,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.12004723,0.12004723,0.0,False,False
9834,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16023907,0.16023907,0.0,False,False
9844,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06443915,0.06443915,0.0,False,False
9845,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.16042781,0.16042781,0.0,False,False
9846,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.032858472,0.032858472,0.0,False,False
9850,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.061867986,0.061867986,0.0,False,False
9861,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.0966569,0.0966569,0.0,False,False
9878,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11330545,0.11330545,0.0,False,False
9880,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.7058694,0.7058694,0.0,False,False
9887,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.05024719,0.05024719,0.0,False,False
9892,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.334798,0.334798,0.0,False,False
9894,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07872807,0.07872807,0.0,False,False
9896,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.07518298,0.07518298,0.0,False,False
9914,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.20712633,0.20712633,0.0,False,False
9916,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.0931748,0.0931748,0.0,False,False
9917,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.32410496,0.32410496,0.0,False,False
9923,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.14865431,0.14865431,0.0,False,False
9929,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.33985096,0.33985096,0.0,False,False
9941,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.22048856,0.22048856,0.0,False,False
9942,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.28292316,0.28292316,0.0,False,False
9947,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.060045693,0.060045693,0.0,False,False
9951,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.10171965,0.10171965,0.0,False,False
9966,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.07836071,0.07836071,0.0,False,False
9973,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.08689255,0.08689255,0.0,False,False
9976,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.18710397,0.18710397,0.0,False,False
9994,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.13954413,0.13954413,0.0,False,False
10000,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.20021094,0.20021094,0.0,False,False
10001,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.25340784,0.25340784,0.0,False,False
10006,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.16456796,0.16456796,0.0,False,False
10027,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.14211833,0.14211833,0.0,False,False
10030,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.03792816,0.03792816,0.0,False,False
10042,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.79290825,0.79290825,0.0,False,False
10050,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.05497366,0.05497366,0.0,False,False
10051,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.13378215,0.13378215,0.0,False,False
10057,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.11807127,0.11807127,0.0,False,False
10062,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.3455774,0.3455774,0.0,False,False
10064,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.20630912,0.20630912,0.0,False,False
10075,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.22633225,0.22633225,0.0,False,False
10083,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.7502133,0.7502133,0.0,False,False
10084,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.07777534,0.07777534,0.0,False,False
10086,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.44942248,0.44942248,0.0,False,False
10094,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.1338871,0.1338871,0.0,False,False
10095,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.47880566,0.47880566,0.0,False,False
10097,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.34218946,0.34218946,0.0,False,False
10098,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.7191114,0.7191114,0.0,False,False
10101,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.20442434,0.20442434,0.0,False,False
10103,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.23727176,0.23727176,0.0,False,False
10109,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.06451388,0.06451388,0.0,False,False
10118,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.054194916,0.054194916,0.0,False,False
10120,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.7122403,0.7122403,0.0,False,False
10122,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.15371469,0.15371469,0.0,False,False
10125,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.12222884,0.12222884,0.0,False,False
10136,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.1568326,0.1568326,0.0,False,False
10142,1,Male,Male (SEX=1),2,Female,Female (SEX=2),0,0.79675925,0.79675925,0.0,False,False
10144,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.25594622,0.25594622,0.0,False,False
10148,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.25491917,0.25491917,0.0,False,False
10149,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.09072485,0.09072485,0.0,False,False
10151,2,Female,Female (SEX=2),1,Male,Male (SEX=1),1,0.67212605,0.67212605,0.0,False,False
10156,1,Male,Male (SEX=1),2,Female,Female (SEX=2),1,0.09549677,0.09549677,0.0,False,False
10168,2,Female,Female (SEX=2),1,Male,Male (SEX=1),0,0.044833697,0.044833697,0.0,False,False
